Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role,Location,Coordinates
Sports Analytics Intern,"Python, Predictive Modeling, SQL",3 Months,Summer,Persephone Partners,1100,Remote,08-02-2026,"As a Sports Analytics Intern, you will leverage Python, Predictive Modeling and SQL to analyze large datasets, create visualizations, and derive insights using Python or R. Youâ€™ll work with cross-functional teams to support data-driven decisions.",Data,"Bareilly, Uttar Pradesh, India","28.355099,79.417851"
Product Development Intern,"Testing, Consumer Feedback, Recipe Formulation",4 Months,Research,Nebula Nexus,1500,Remote,08-02-2026,"As a Product Development Intern, you will gain hands-on experience in Testing, Consumer Feedback, Recipe Formulation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",FMCG,"Chandigarh, Chandigarh, India","30.7334421,76.7797143"
Sustainable Packaging Intern,"Compostable Materials, Packaging Design",5 Months,Research,PackGreen,1300,Full Time,08-02-2026,"As a Sustainable Packaging Intern, you will gain hands-on experience in Compostable Materials, Packaging Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sustainable Packaging,"Howrah, West Bengal, India","22.5736296,88.3251045"
Marketing Intern,"Digital Campaigns, Consumer Insights",3 Months,Research,MarketBoost,9000,Full Time,09-02-2026,"As a Marketing Intern, you will gain hands-on experience in Digital Campaigns, Consumer Insights. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",FMCG,"Shillong, Meghalaya, India","25.5760446,91.8825282"
Healthcare Analytics Intern,"Python, Pandas, Data Visualization",6 Months,Long Term,Sphinx Ventures,1300,Full Time,10-02-2026,"As a Healthcare Analytics Intern, you will leverage Python, Pandas and Data Visualization to analyze large datasets, create visualizations, and derive insights using Python or R. Youâ€™ll work with cross-functional teams to support data-driven decisions.",Data,"Haldwani, Uttarakhand, India","29.2144809,79.5279012"
Synthetic Biology Intern,"Gene Editing, Biofabrication",2 Months,Semester,SynBio Tech,11000,Remote,11-02-2026,"As a Synthetic Biology Intern, you will gain hands-on experience in Gene Editing, Biofabrication. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Synthetic Biology,"Haldwani, Uttarakhand, India","29.2144809,79.5279012"
Nutrition Science Intern,"Pathology, Clinical Research, Pharmacology, Patient Data",4 Months,Semester,AgriGo,1200,Remote,12-02-2026,"As a Nutrition Science Intern, you will engage in Pathology, Clinical Research, Pharmacology and Patient Data, analyzing clinical data or developing diagnostic tools. Youâ€™ll collaborate with healthcare professionals to advance medical research or patient care.",Medical,"Imphal, Manipur, India","24.7991162,93.9364419"
Customer Service Intern,"Call Handling, Escalation Procedures",4 Months,Long Term,CustServe,13000,Full Time,12-02-2026,"As a Customer Service Intern, you will gain hands-on experience in Call Handling, Escalation Procedures. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Telecom,"Thane, Maharashtra, India","19.1943294,72.9701779"
Graphic Design Intern,"Branding, Motion Graphics",3 Months,Converting,DesignVibe,1300,Remote,14-02-2026,"As a Graphic Design Intern, you will gain hands-on experience in Branding, Motion Graphics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Creative Arts,"Kanpur, Uttar Pradesh, India","26.4609135,80.3217588"
Smart Textile Intern,"Conductive Fabrics, Wearable Sensors",2 Months,Semester,TextileTech,10500,Remote,15-02-2026,"As a Smart Textile Intern, you will gain hands-on experience in Conductive Fabrics, Wearable Sensors. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Smart Textiles,"Agra, Uttar Pradesh, India","27.1752554,78.0098161"
Urban Planning Intern,"Market Analysis, Strategy, Operations",4 Months,Semester,AstroForge,900,Remote,15-02-2026,"As a Urban Planning Intern, you will conduct Market Analysis, Strategy and Operations, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Aizawl, Mizoram, India","23.7433532,92.7382756"
Healthcare Analytics Intern,"Python, Data Visualization, SQL",2 Months,Summer,Gemini Global,1400,Full Time,15-02-2026,"As a Healthcare Analytics Intern, you will leverage Python, Data Visualization and SQL to analyze large datasets, create visualizations, and derive insights using Python or R. Youâ€™ll work with cross-functional teams to support data-driven decisions.",Data,"Thrissur, Kerala, India","10.5270099,76.214621"
Database Admin Intern,"SQL Queries, Performance Tuning, Data Backup",2 Months,Converting,Solstice Solutions,18000,Remote,17-02-2026,"As a Database Admin Intern, you will gain hands-on experience in SQL Queries, Performance Tuning, Data Backup. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",IT and Software Development,"Agartala, Tripura, India","23.8312377,91.2823821"
Urban Resilience Intern,"Flood Mitigation, Infrastructure Hardening",3 Months,Research,ResilientCity,1200,Full Time,17-02-2026,"As an Urban Resilience Intern, you will gain hands-on experience in Flood Mitigation, Infrastructure Hardening. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Urban Resilience,"Nagpur, Maharashtra, India","21.1498134,79.0820556"
IT Consulting Intern,"Tech Advice, Optimization",2 Months,Converting,Centaur Collective,9000,Remote,17-02-2026,"As a IT Consulting Intern, you will gain hands-on experience in Tech Advice, Optimization. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Consulting Services,"Ulhasnagar, Maharashtra, India","19.2236329,73.1671515"
Entertainment Intern,"Script Development, Casting Assistance",5 Months,Summer,EntWorld,12000,Full Time,17-02-2026,"As a Entertainment Intern, you will gain hands-on experience in Script Development, Casting Assistance. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.","Media, Entertainment & Education","Vadodara, Gujarat, India","22.2973142,73.1942567"
Sports Analytics Intern,"Pandas, Data Visualization, Predictive Modeling",2 Months,Summer,Horizon Hub,1600,Full Time,18-02-2026,"As a Sports Analytics Intern, you will leverage Pandas, Data Visualization and Predictive Modeling to analyze large datasets, create visualizations, and derive insights using Python or R. Youâ€™ll work with cross-functional teams to support data-driven decisions.",Data,"Visakhapatnam, Andhra Pradesh, India","17.6935526,83.2921297"
Design Intern,"Leather Crafting, Prototype Development",3 Months,Semester,LeathDesign,9000,Full Time,19-02-2026,"As a Design Intern, you will gain hands-on experience in Leather Crafting, Prototype Development. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Leather and Products,"Allahabad, Uttar Pradesh, India","25.448429,81.832198"
Wearable Tech Intern,"Device Integration, Sensor Analytics",4 Months,Semester,WearTech,14000,Remote,20-02-2026,"As a Wearable Tech Intern, you will gain hands-on experience in Device Integration, Sensor Analytics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Wearable Technology,"Agartala, Tripura, India","23.8312377,91.2823821"
Quality Control Intern,"Defect Analysis, Inspection Techniques",2 Months,Summer,Makeshift,13000,Remote,20-02-2026,"As a Quality Control Intern, you will gain hands-on experience in Defect Analysis, Inspection Techniques. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Manufacturing & Industrial,"Allahabad, Uttar Pradesh, India","25.448429,81.832198"
Phytoremediation Intern,"Plant-Based Cleanup, Soil Detoxification",2 Months,Semester,PhytoClean,11000,Remote,20-02-2026,"As a Phytoremediation Intern, you will gain hands-on experience in Plant-Based Cleanup, Soil Detoxification. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Phytoremediation,"Bikaner, Rajasthan, India","28.0159286,73.3171367"
Urban Planning Intern,"Market Analysis, Strategy, Entrepreneurship",3 Months,Summer,Wraith Group,1000,Remote,20-02-2026,"As a Urban Planning Intern, you will conduct Market Analysis, Strategy and Entrepreneurship, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Pune, Maharashtra, India","18.5213738,73.8545071"
Business Development Intern,"Partnerships, Analysis, Market Expansion",4 Months,Summer,Genesis Global,9000,Remote,22-02-2026,"As a Business Development Intern, you will gain hands-on experience in Partnerships, Analysis, Market Expansion. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Diversified Conglomerates,"Agartala, Tripura, India","23.8312377,91.2823821"
Livestock Intern,"Breeding, Animal Health, Feed Management",2 Months,Long Term,Lunar Logic,1300,Remote,22-02-2026,"As a Livestock Intern, you will gain hands-on experience in Breeding, Animal Health, Feed Management. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Agriculture and Allied,"Panipat, Haryana, India","29.3912753,76.9771675"
Supply Chain Intern,"Logistics, Vendor Relations, Inventory Management",3 Months,Research,Oracle Enterprises,800,Full Time,22-02-2026,"As a Supply Chain Intern, you will gain hands-on experience in Logistics, Vendor Relations, Inventory Management. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Manufacturing & Industrial,"Surat, Gujarat, India","21.2094892,72.8317058"
Wildlife Research Intern,"Climate Change, Environmental Impact, GIS",6 Months,Long Term,Phobos Ventures,1600,Full Time,22-02-2026,"As a Wildlife Research Intern, you will work on Climate Change, Environmental Impact and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. Youâ€™ll partner with researchers to promote eco-friendly solutions.",Environment,"Tiruchirappalli, Tamil Nadu, India","10.8071144,78.6880939"
Urban Noise Reduction Intern,"Sound Barriers, Noise Mapping",2 Months,Summer,NoiseUrban,9500,Remote,23-02-2026,"As an Urban Noise Reduction Intern, you will gain hands-on experience in Sound Barriers, Noise Mapping. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Urban Noise Reduction,"Sangli, Maharashtra, India","16.8502534,74.5948885"
Production Intern,"Production Line, Quality Checks, Packaging",3 Months,Summer,Filmos,7000,Full Time,24-02-2026,"As a Production Intern, you will gain hands-on experience in Production Line, Quality Checks, Packaging. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",FMCG,"Kadapa, Andhra Pradesh, India","14.4752936,78.8216861"
Quality Inspection Intern,"Authenticity Check, Certification, Flaw Detection",3 Months,Long Term,Juno Junction,1500,Full Time,24-02-2026,"As a Quality Inspection Intern, you will gain hands-on experience in Authenticity Check, Certification, Flaw Detection. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Gems & Jewellery,"Tirupati, Andhra Pradesh, India","13.6316368,79.4231711"
