Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role
Operations Intern,"Teamwork, Communication, Leadership",6 Months,Research,QuantumEdge,"₹18,000",Full-time,23-09-2025,"As a Operations Intern, you will gain hands-on experience in Teamwork, Communication, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Operations
Operations Intern,"Problem Solving, Teamwork, Communication",2 Months,Long-term,EduNext,"₹12,000",Part-time,15-09-2025,"As a Operations Intern, you will gain hands-on experience in Problem Solving, Teamwork, Communication. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Operations
Operations Intern,"Communication, Leadership, Teamwork",4 Months,Research,QuantumEdge,"₹18,000",Part-time,06-10-2025,"As a Operations Intern, you will gain hands-on experience in Communication, Leadership, Teamwork. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Operations
Pharma Research Intern,"Pathology, Clinical Research, Pharmacology",6 Months,Long Term,BuildCon,$1600,Full Time,10-05-2026,"As a Pharma Research Intern, you will engage in Pathology, Clinical Research and Pharmacology, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Pharma Research Intern,"Diagnostics, Patient Data, Clinical Research",4 Months,Semester,PixelTech,$1100,Part Time,28-04-2026,"As a Pharma Research Intern, you will engage in Diagnostics, Patient Data and Clinical Research, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Pharma Research Intern,"Pathology, Diagnostics, Pharmacology",2 Months,Summer,MindCare,$1700,Full Time,15-05-2026,"As a Pharma Research Intern, you will engage in Pathology, Diagnostics and Pharmacology, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Pharmacy Intern,"Pharmacology, Pathology, Anatomy",3 Months,Summer,EduNext,"₹18,000",Part-time,02-10-2025,"As a Pharmacy Intern, you will gain hands-on experience in Pharmacology, Pathology, Anatomy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Pharmacy
Pharmacy Intern,"Pathology, Pharmacology, Diagnostics",4 Months,Long-term,QuantumEdge,"₹10,000",Part-time,14-09-2025,"As a Pharmacy Intern, you will gain hands-on experience in Pathology, Pharmacology, Diagnostics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Pharmacy
Pharmacy Intern,"Diagnostics, Anatomy, Clinical Research",4 Months,Summer,PixelTech,"₹15,000",Part-time,28-09-2025,"As a Pharmacy Intern, you will gain hands-on experience in Diagnostics, Anatomy, Clinical Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Pharmacy
Philosophy Intern,"Political Philosophy, Logic, Metaphysics",6 Months,Long-term,EduNext,"₹10,000",Full-time,11-09-2025,"As a Philosophy Intern, you will gain hands-on experience in Political Philosophy, Logic, Metaphysics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Philosophy
Philosophy Intern,"Political Philosophy, Ethics, Metaphysics",6 Months,Converting,MindCare,"₹15,000",Part-time,30-09-2025,"As a Philosophy Intern, you will gain hands-on experience in Political Philosophy, Ethics, Metaphysics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Philosophy
Philosophy Intern,"Political Philosophy, Epistemology, Ethics",6 Months,Converting,InnoWorks,"₹6,000",Part-time,17-09-2025,"As a Philosophy Intern, you will gain hands-on experience in Political Philosophy, Epistemology, Ethics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Philosophy
Photography Intern,"Storyboarding, Photography, Animation",3 Months,Summer,OpenAI Labs,"₹10,000",Part-time,18-09-2025,"As a Photography Intern, you will gain hands-on experience in Storyboarding, Photography, Animation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Photography
Photography Intern,"Photography, Graphic Design, Storyboarding",3 Months,Summer,GreenWorld,"₹20,000",Full-time,13-09-2025,"As a Photography Intern, you will gain hands-on experience in Photography, Graphic Design, Storyboarding. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Photography
Photography Intern,"Animation, Video Editing, Graphic Design",2 Months,Summer,EcoLabs,"₹12,000",Part-time,24-09-2025,"As a Photography Intern, you will gain hands-on experience in Animation, Video Editing, Graphic Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Photography
Photography Intern,"Animation, Graphic Design, Photography",4 Months,Research,DataNest,"₹15,000",Part-time,27-09-2025,"As a Photography Intern, you will gain hands-on experience in Animation, Graphic Design, Photography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Photography
Physics Research Intern,"Teamwork, Communication, Problem Solving",4 Months,Long-term,GreenWorld,"₹12,000",Part-time,12-09-2025,"As a Physics Research Intern, you will gain hands-on experience in Teamwork, Communication, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Physics Research
Physics Research Intern,"Project Planning, Leadership, Teamwork",6 Months,Converting,BioGen Labs,"₹10,000",Part-time,01-10-2025,"As a Physics Research Intern, you will gain hands-on experience in Project Planning, Leadership, Teamwork. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Physics Research
Physics Research Intern,"Problem Solving, Communication, Project Planning",2 Months,Research,EduNext,"₹12,000",Part-time,16-09-2025,"As a Physics Research Intern, you will gain hands-on experience in Problem Solving, Communication, Project Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Physics Research
Physics Research Intern,"Leadership, Communication, Problem Solving",2 Months,Research,BioGen Labs,"₹20,000",Full-time,21-09-2025,"As a Physics Research Intern, you will gain hands-on experience in Leadership, Communication, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Physics Research
Political Science Intern,"Surveys, Cultural Studies, Urban Studies",3 Months,Long-term,BioGen Labs,"₹20,000",Part-time,07-10-2025,"As a Political Science Intern, you will gain hands-on experience in Surveys, Cultural Studies, Urban Studies. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Political Science
Political Science Intern,"Surveys, Cultural Studies, Field Research",4 Months,Research,BioGen Labs,"₹20,000",Part-time,02-10-2025,"As a Political Science Intern, you will gain hands-on experience in Surveys, Cultural Studies, Field Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Political Science
Political Science Intern,"Cultural Studies, Surveys, Urban Studies",3 Months,Long-term,UrbanWorks,"₹15,000",Part-time,28-09-2025,"As a Political Science Intern, you will gain hands-on experience in Cultural Studies, Surveys, Urban Studies. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Political Science
Political Science Intern,"Cultural Studies, Social Behavior, Surveys",4 Months,Research,QuantumEdge,"₹10,000",Part-time,04-10-2025,"As a Political Science Intern, you will gain hands-on experience in Cultural Studies, Social Behavior, Surveys. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Political Science
Precision Agriculture Intern,"Soil Analysis, Precision Farming, AgriTech",3 Months,Summer,InnoWorks,$900,Part Time,22-09-2025,"As a Precision Agriculture Intern, you will explore Soil Analysis, Precision Farming and AgriTech, optimizing farming practices or analyzing soil data using precision agriculture tools. You’ll collaborate with agronomists to improve crop yields.",Agriculture
Precision Agriculture Intern,"Crop Management, Irrigation Systems, AgriTech",6 Months,Long Term,TechNova,$1500,Full Time,12-10-2025,"As a Precision Agriculture Intern, you will explore Crop Management, Irrigation Systems and AgriTech, optimizing farming practices or analyzing soil data using precision agriculture tools. You’ll collaborate with agronomists to improve crop yields.",Agriculture
Precision Agriculture Intern,"Soil Analysis, Crop Management, Precision Farming",4 Months,Semester,DataNest,$1100,Part Time,28-09-2025,"As a Precision Agriculture Intern, you will explore Soil Analysis, Crop Management and Precision Farming, optimizing farming practices or analyzing soil data using precision agriculture tools. You’ll collaborate with agronomists to improve crop yields.",Agriculture
Precision Medicine Intern,"Pathology, Clinical Research, Diagnostics",6 Months,Long Term,PixelTech,$1400,Full Time,10-08-2026,"As a Precision Medicine Intern, you will engage in Pathology, Clinical Research and Diagnostics, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
